PGC,OBJNAME,V,V_VIR,MOD,MOD_ERR,D,D_ERR
30560,NGC3239,752.3,799.6748786088369,29.53,0.4,8.05378,1.48356
41363,NGC4488,980.1,1065.4385223085678,29.53,,8.05378,
21614,PGC021614,282.2,243.70454229742367,29.5343,0.0675605,8.06979,0.251074
42422,PGC042422,1004.8,1088.7882558068748,29.54,,8.09096,
51210,NGC5585,303.4,593.8371086697257,29.5429,0.384437,8.10174,1.43433
14149,UGC02905,293.0,237.01297457352575,29.55,0.2,8.12831,0.748645
14475,NGC1518,932.2,698.5872444859116,29.552,0.315193,8.13561,1.1809
4055,PGC004055,654.0,428.5965878869531,29.57,,8.20352,
39107,PGC039107,2068.1,2130.5370273162707,29.57,,8.20352,
21600,UGC03974,272.0,234.55317770609196,29.5768,0.131617,8.22932,0.498795
16059,UGC03174,670.0,521.9377329630324,29.58,0.4,8.24138,1.51812
24171,ESO495-021,859.7,647.4417411580121,29.58,0.1,8.24138,0.37953
42447,NGC4600,834.9,901.3038631738073,29.5804,0.203124,8.24271,0.77104
6292,UGC01195,775.6,757.8581239352376,29.5835,0.595253,8.25461,2.26279
13586,NGC1433,1075.5,778.6377412010586,29.6,0.36,8.31764,1.37895
27104,ESO373-007,862.0,652.579395313297,29.6,,8.31764,
27785,UGC05186,554.0,654.2331405750475,29.6,,8.31764,
49636,UGC08882,348.4,629.1508418842104,29.6,0.2,8.31764,0.766083
166159,PGC166159,,609.9602475053656,29.6,0.1,8.31764,0.383041
20171,ESO558-011,735.2,506.0477451108522,29.62,,8.3946,
71775,IC5332,703.4,532.4389905107141,29.62,0.4,8.3946,1.54634
14279,NGC1511B,1439.0,1128.2568180845326,29.6371,0.0819553,8.46113,0.319338
35,UGC12894,329.5,486.07716019568124,29.64,,8.47227,
37727,ESO572-034,1114.3,1047.4533749791044,29.65,,8.51138,
41093,PGC041093,409.7,628.9194806899907,29.65,0.1,8.51138,0.391964
63432,IC4870,877.2,674.9171458554298,29.65,0.1,8.51138,0.391964
2807141,PGC2807141,878.2,952.5936082983133,29.65,,8.51138,
18536,NGC2188,742.8,465.18967039862815,29.6525,0.191749,8.52108,0.752442
67946,UGC11891,460.8,688.7753641113362,29.6563,0.507842,8.536,1.99631
86806,PGC086806,472.0,496.8044689410352,29.66,,8.55067,
71220,NGC7640,371.5,552.4085166587101,29.6699,0.218866,8.58993,0.865793
19161,UGC03475,480.3,546.0301267137633,29.67,0.4,8.59014,1.58236
24781,ESO496-010,809.4,603.2978755759763,29.67,0.1,8.59014,0.39559
48318,UGC08647,741.8,959.5114490203691,29.67,,8.59014,
47413,NGC5195,472.3,730.9820280538491,29.6709,0.0584896,8.5936,0.231473
67045,NGC7090,850.2,662.3196444320768,29.6718,0.27372,8.59735,1.08372
70027,NGC7412,1709.5,1533.3921462158578,29.6732,0.60591,8.60265,2.40041
47404,NGC5194,460.8,719.2799382851724,29.6736,0.0483839,8.6043,0.191718
4087020,SDSSJ085112.11+275248.1,402.1,451.1174181641843,29.6774,0.0819831,8.6193,0.325418
166628,PGC166628,5894.3,6026.53301272698,29.68,0.43,8.62979,1.70889
13794,NGC1437B,1503.0,1227.2182770235295,29.6834,0.420893,8.64333,1.67532
41618,NGC4437,1127.4,1174.5893990735976,29.6989,0.278729,8.70505,1.11738
388,ESO409-015,736.9,580.2361802130782,29.7,0.1,8.70964,0.401094
44460,PGC044460,1263.0,1273.3508555838075,29.7,0.4,8.70964,1.60437
29284,UGC05423,353.2,598.4543187452466,29.7043,0.0469731,8.72695,0.188781
41069,NGC4460,487.4,714.5830056862026,29.7072,0.384563,8.73864,1.54759
34257,NGC3593,630.5,688.2369542428703,29.7156,0.299609,8.77227,1.21036
42002,NGC4559,813.6,986.7620358160673,29.7183,0.190635,8.78347,0.771107
11842,ESO300-016,709.9,434.1445571946507,29.72,,8.79023,
86668,PGC086668,484.2,499.4688698835197,29.7239,0.0832255,8.80614,0.337511
33410,NGC3513,1197.3,1077.4982486796112,29.742,0.714018,8.87958,2.91976
41326,NGC4485,483.0,701.5178969874444,29.75,0.1,8.91251,0.410436
41766,UGC07719,679.3,890.9819509947522,29.75,0.4,8.91251,1.64174
46153,NGC5055,507.9,747.7473558014733,29.751,0.0816992,8.91665,0.335479
43586,NGC4747,1186.9,1360.2048477522121,29.7546,0.628108,8.93139,2.58344
166063,PGC166063,367.2,412.3832389972188,29.7574,0.0820594,8.94281,0.337947
43124,UGC07950,493.3,745.3900147206567,29.76,0.4,8.95365,1.64932
62572,ESO104-022,796.2,603.601742176303,29.76,0.1,8.95365,0.412331
43283,PGC043283,1339.7,1370.5301997551737,29.77,0.4,8.99498,1.65694
45787,NGC5014,1133.3,1354.1428205182174,29.7716,0.831558,9.00177,3.44719
38375,UGC07094,772.0,983.0073650554205,29.774,0.370539,9.01165,1.53774
8557,NGC0855,592.1,630.5002392240795,29.7779,0.171698,9.02761,0.71381
18396,ESO364-029,786.5,511.0711060498272,29.78,0.1,9.03649,0.416146
23040,NGC2537,451.7,575.0385657410033,29.78,0.4,9.03649,1.66458
24930,NGC2683,420.7,497.97976955361696,29.7815,0.205944,9.04292,0.857637
50911,PGC050911,324.4,614.0386387286162,29.7843,0.130008,9.05458,0.542106
9031,NGC0891,527.7,635.3631320535908,29.7978,0.13622,9.11106,0.571553
15292,NGC1592,942.2,683.8619108412917,29.8,,9.12011,
39256,IC3077,1398.6,1502.6835730863736,29.8,,9.12011,
42901,UGC07916,606.6,807.8926180948279,29.8,,9.12011,
67546,ESO027-001,2566.8,2300.4500172785447,29.8,0.43,9.12011,1.80599
68941,NGC7292,986.3,1155.7775178248642,29.8074,0.725209,9.15132,3.05628
62836,NGC6744,851.4,661.1169343045235,29.8193,0.206858,9.20164,0.876561
39408,UGC07320,538.6,760.5604724473648,29.82,,9.2045,
43595,PGC043595,1226.4,1401.0065377291758,29.82,,9.2045,
52358,PGC052358,578.4,836.6857314944729,29.82,,9.2045,
71596,UGC12632,422.3,599.8365683586302,29.82,0.4,9.2045,1.69553
26259,NGC2835,886.4,709.6253487959125,29.8291,0.552228,9.24305,2.3506
7871,UGC01561,608.2,632.157139867008,29.83,0.4,9.24698,1.70336
21772,PGC021772,446.7,587.7346972368692,29.83,0.1,9.24698,0.425839
45992,UGC08313,596.3,835.8120215357313,29.83,0.4,9.24698,1.70336
10122,NGC1042,1371.3,1216.4748654962898,29.8321,1.29575,9.25595,5.52317
86669,PGC086669,721.1,752.6771851195856,29.8366,0.107423,9.27492,0.458833
10235,UGC02172,559.1,665.3428810267463,29.84,,9.28966,
40045,PGC040045,1297.8,1411.8415062043366,29.84,0.21,9.28966,0.89839
71368,UGC12588,417.9,599.3655473681453,29.84,0.4,9.28966,1.71122
42620,NGC4627,544.1,737.7504977802696,29.8455,0.143098,9.31322,0.613732
200320,PGC200320,801.1,1056.938516634402,29.85,,9.33254,
33705,ESO265-007,1066.4,859.0592844505413,29.857,0.448476,9.36279,1.93371
706,NGC0025,9447.4,9196.91295817563,29.86,0.26,9.37562,1.12258
19382,ESO308-022,821.6,532.9030202568246,29.86,0.1,9.37562,0.431763
27910,IC0559,540.6,526.5940594587262,29.87,,9.4189,
39255,PGC039255,2219.7,2301.74889055118,29.87,,9.4189,
39942,PGC039942,1861.5,1971.6382353179622,29.87,,9.4189,
43390,UGC07983,694.1,769.7242108447545,29.87,,9.4189,
64181,IC4951,813.1,620.8929812583443,29.8711,0.507236,9.42384,2.20132
27077,NGC2903,555.4,593.2620767621519,29.8731,0.286215,9.43241,1.24326
13384,NGC1343,2214.0,2438.2909980651893,29.8752,1.46744,9.44131,6.38024
10314,NGC1058,517.8,593.5125738322374,29.8803,0.409856,9.46357,1.78621
16779,NGC1808,999.0,710.5334826819166,29.8815,0.495111,9.46887,2.15897
2806961,PGC2806961,334.9,325.5093600000632,29.89,0.11,9.50605,0.481547
41333,NGC4490,586.9,805.2822408290012,29.9016,0.531738,9.55678,2.34021
42081,IC3583,1120.0,1231.4940952635618,29.9083,0.206349,9.58632,0.910961
591,UGC00064,296.0,454.4988991582868,29.91,,9.59401,
14558,IC2035,1503.9,1205.2747074025906,29.91,0.25,9.59401,1.10455
40109,PGC040109,871.4,940.5404913729517,29.91,,9.59401,
41395,PGC041395,1104.3,1157.975048617524,29.91,0.4,9.59401,1.76728
71866,NGC7713,693.3,514.4789708138399,29.9149,0.377107,9.61575,1.66991
42407,NGC4594,1087.5,1081.6336768338658,29.9186,0.131781,9.63194,0.584536
18431,PGC018431,774.3,496.1161241809821,29.92,0.1,9.63829,0.44386
43072,PGC043072,1136.5,1239.8236992046977,29.92,0.21,9.63829,0.932105
38618,NGC4136,592.8,758.8635787071967,29.93,0.4,9.68278,1.78363
2142,IC1558,1553.1,1390.2547189131494,29.9383,0.40414,9.71976,1.80898
13821,PGC013821,1239.6,1028.0121634399636,29.9396,0.379737,9.72561,1.70077
38367,ESO505-013,1722.6,1642.1351489642072,29.94,0.54,9.72747,2.41902
62869,ESO104-044,773.2,581.1764604530762,29.94,0.1,9.72747,0.447967
31968,NGC3344,587.8,682.7729304271345,29.9486,0.15274,9.76623,0.686951
9168,UGC01865,574.6,650.1916702465653,29.96,0.4,9.81748,1.80845
43051,PGC043051,1482.0,1577.2130613750496,29.96,,9.81748,
27135,ESO373-008,925.5,717.0938153986491,29.963,0.275753,9.83108,1.24844
42089,NGC4569,-220.1,-108.97422292493107,29.9689,0.074347,9.85779,0.337512
16517,NGC1744,741.6,484.8776666040639,29.9713,0.38649,9.86864,1.75647
16120,NGC1679,1053.3,779.5652114943531,29.9745,0.378004,9.88343,1.72048
19562,NGC2283,840.8,620.6287563857494,29.9753,0.400031,9.88711,1.82141
44536,PGC044532,838.2,1048.401591834836,29.9767,0.224174,9.8935,1.02136
70324,NGC7462,1061.1,888.396023298837,29.978,0.552073,9.89907,2.51673
34030,NGC3556,697.6,923.5582875242484,29.9785,0.497101,9.9017,2.26673
1920,ESO473-024,540.5,390.82672858661635,29.98,,9.90832,
42931,PGC042931,949.9,1129.7606881414065,29.98,,9.90832,
14123,UGC02890,1161.6,1385.7871600547455,29.9832,0.315593,9.92313,1.44219
13368,NGC1385,1497.1,1258.45537403222,29.9887,0.437893,9.9481,2.00611
10586,UGC02259,584.3,659.5735936143398,29.99,0.4,9.95405,1.8336
38117,UGC07035,1228.3,1269.1867130155933,29.99,0.54,9.95405,2.47537
40943,UGC07584,606.3,753.2975330436092,29.99,0.2,9.95405,0.916802
38440,NGC4111,782.8,994.5683444599654,29.9964,0.362609,9.98341,1.66711
11812,ESO300-014,955.1,677.1760926046676,29.9988,0.369741,9.99455,1.70179
32007,NGC3351,777.9,810.7046476901176,30.0025,0.133137,10.0116,0.613827
5060076,AGC174605,351.0,270.0829470968728,30.0063,0.142382,10.029,0.657596
5974,NGC0628,658.4,652.8195834599153,30.0094,0.0493305,10.0434,0.228161
22525,NGC2500,500.5,642.7821509428194,30.01,0.4,10.0462,1.85057
29428,UGC05456,540.3,543.6218494227063,30.0135,0.494757,10.0625,2.29269
47788,NGC5229,391.5,653.1332455657998,30.0136,0.57632,10.0627,2.67069
9726,UGC02023,603.0,662.602195237708,30.02,0.4,10.0925,1.85911
41660,NGC4509,917.3,1104.5332056583966,30.02,,10.0925,
16904,ESO362-009,930.1,652.612012628064,30.03,0.4,10.1391,1.86769
11744,PGC011744,1570.2,1380.8962517004013,30.0348,0.483721,10.1615,2.26359
29265,NGC3115,648.6,563.0330228307236,30.0388,0.108617,10.1804,0.509224
9759,UGC02034,578.0,672.9835561235984,30.04,0.4,10.1859,1.87631
36976,PGC036976,752.4,842.9994616846818,30.04,0.2,10.1859,0.938157
48557,UGC08683,662.9,907.4682567517567,30.04,0.4,10.1859,1.87631
19871,UGC03600,404.0,472.0692400051376,30.0489,0.130271,10.2279,0.613589
38222,ESO440-046,1752.2,1646.703294636301,30.0504,0.34933,10.2346,1.64646
40537,NGC4389,713.3,941.4334569040393,30.0505,0.563372,10.2352,2.65544
68618,IC5201,915.3,742.3591542489492,30.0587,0.442996,10.2741,2.096
33447,PGC033447,776.2,822.3510178675003,30.06,,10.2802,
23769,UGC04426,395.5,504.18785590201924,30.0608,0.0693243,10.2841,0.328319
9566,NGC0949,615.0,694.0246010056279,30.0617,0.251794,10.288,1.19295
14409,NGC1507,865.8,712.8445691241106,30.0624,0.342572,10.2914,1.62358
14670,IC2040,1330.1,1059.1297408680819,30.07,0.54,10.3276,2.56826
18096,PGC018096,797.1,664.8388197474305,30.07,0.4,10.3276,1.90242
37048,PGC037048,1008.6,1097.788698323423,30.07,0.2,10.3276,0.951208
21585,UGC03966,362.0,446.73192410617463,30.0721,0.13131,10.3378,0.625128
9332,NGC0925,553.4,615.6859233556838,30.0738,0.265175,10.3455,1.26337
27935,UGC05209,539.1,635.6010282684407,30.075,0.0833607,10.3517,0.39739
22760,ESO430-020,1023.5,793.4688991492916,30.0845,1.00483,10.397,4.81116
34695,NGC3627,718.9,781.0703260012198,30.0867,0.181457,10.4076,0.869697
10266,NGC1068,1141.2,1024.8345167493947,30.088,0.436824,10.4135,2.09483
31693,UGC05797,708.0,689.3687248722555,30.09,0.1,10.4232,0.480005
1038789,PGC1038789,1075.4,1105.8142505096775,30.09,0.4,10.4232,1.92002
5059096,AGC205156,915.0,943.142185533822,30.09,,10.4232,
32256,NGC3379,918.9,958.3943344509516,30.0943,0.120414,10.4441,0.57915
21375,NGC2427,971.4,681.9646761985503,30.0944,0.345217,10.4444,1.66043
5058796,AGC749463,1013.0,1198.9132235778434,30.1,,10.4713,
34697,NGC3628,845.1,910.1129591470562,30.1016,0.341664,10.4788,1.64876
10123,NGC1023,645.0,730.4513855877271,30.1049,0.219128,10.4948,1.05905
21073,UGC03860,343.5,427.9619742152041,30.1049,0.162299,10.495,0.784411
29427,UGC05451,631.6,802.3972905998223,30.106,0.314646,10.5001,1.52147
26705,UGC04998,631.2,862.5773228864119,30.11,0.18,10.5196,0.872003
29198,PGC029198,1254.0,1236.4212524732327,30.11,,10.5196,
36825,UGC06773,924.4,1148.1216161492134,30.1235,0.397218,10.5855,1.93635
14897,NGC1566,1501.9,1191.0195044589145,30.1286,1.13706,10.6099,5.55572
59410,UGC10669,441.8,753.8726937026267,30.13,,10.617,
14834,UGC03007,5631.2,5664.884738734236,30.14,0.96,10.666,4.71538
37618,NGC3990,687.4,929.8687409122058,30.1409,0.502628,10.6706,2.4699
32292,NGC3384,563.1,603.1129293920435,30.1415,0.205684,10.6732,1.01097
42429,NGC4597,1039.6,1062.549358152713,30.1443,0.561931,10.6872,2.76563
23340,NGC2552,506.0,649.8906952616777,30.1469,0.41079,10.6999,2.02416
33525,UGC06145,748.0,729.066911746301,30.15,,10.7152,
57323,PGC057323,829.8,950.488448522557,30.15,0.39,10.7152,1.92447
16849,NGC1827,1037.8,750.5245096641081,30.1529,0.453805,10.7295,2.2423
10052,NGC1003,624.7,719.5714724059368,30.1592,0.387192,10.7608,1.91874
16864,ESO422-041,973.1,699.3444436236507,30.16,0.4,10.7647,1.98292
71973,UGC12713,288.4,420.2888698161115,30.1649,0.716249,10.7889,3.55866
43733,NGC4762,973.4,1085.4106682953352,30.17,,10.8143,
53641,UGC09660,600.3,883.5232006953141,30.17,0.1,10.8143,0.498019
53469,NGC5832,447.0,749.094517051436,30.1713,0.553597,10.8206,2.75862
32192,NGC3368,892.0,927.1470365722948,30.1735,0.110698,10.8319,0.552193
24242,UGC04499,687.4,844.1727346223515,30.1788,0.453625,10.8585,2.26835
13500,NGC1427A,2026.2,1753.5259879114092,30.18,0.45,10.8643,2.25143
32249,NGC3377,681.9,728.0624353634951,30.1898,0.104669,10.9132,0.526036
1824266,PGC1824266,449.6,552.0153221834785,30.19,0.080032,10.9146,0.40227
25347,PGC025347,712.0,872.0948412449432,30.1957,0.104137,10.9432,0.524798
66836,NGC7064,807.4,628.9607161931299,30.2012,0.335978,10.9707,1.69742
9665,NGC0959,598.0,668.1536649297032,30.2037,0.357763,10.9834,1.80958
19526,IC2171,785.8,566.3826822020351,30.2055,0.400031,10.9927,2.02508
33486,PGC033486,642.2,768.4191112354977,30.21,0.2,11.0154,1.01456
42987,NGC4670,1085.5,1260.5329643103523,30.21,0.4,11.0154,2.02911
43121,PGC043121,839.8,1013.542999468579,30.21,,11.0154,
4000549,SDSSJ111445.01+123851.7,632.7,689.7158620305341,30.21,,11.0154,
60124,IC4660,1243.8,1549.9314896160438,30.2147,0.533491,11.0395,2.7122
32471,UGC05944,925.0,969.39191334876,30.22,0.17,11.0662,0.866352
40367,UGC07490,465.8,741.2426766694548,30.22,0.4,11.0662,2.03848
16709,NGC1792,1210.2,920.7718738342883,30.2227,0.360961,11.0802,1.84185
38068,NGC4051,704.3,918.8700213930886,30.2284,0.393576,11.1094,2.01355
35739,IC2934,1198.5,1271.2313565009542,30.23,,11.1173,
62351,NGC6673,1150.9,970.3818044518192,30.2355,0.330205,11.1454,1.69482
40095,NGC4312,150.1,263.2127580365477,30.2362,0.331578,11.1491,1.70245
40914,NGC4438,98.9,203.7966755986415,30.2365,0.762889,11.1509,3.91756
30087,NGC3184,592.2,745.5644857066973,30.2381,0.640493,11.159,3.29145
42336,NGC4592,1067.1,1115.233074969561,30.2419,0.147665,11.1783,0.76015
41955,NGC4562,1352.8,1517.436577388437,30.247,0.404571,11.2046,2.08756
25525,NGC2750,2671.7,2715.440738625826,30.2491,1.24123,11.2155,6.41087
51664,UGC09273,1295.2,1467.2198514732495,30.25,0.2,11.2202,1.03342
32508,NGC3412,842.8,888.2271305801373,30.2546,0.186508,11.244,0.965746
20264,UGC03698,423.2,521.5989870846086,30.2578,0.129269,11.2604,0.670338
55809,UGC09992,427.5,736.5489477880217,30.2598,0.107905,11.2708,0.560072
13612,PGC013612,1562.8,1354.450807217097,30.26,0.54,11.272,2.80311
40600,NGC4393,747.1,913.0910739824168,30.268,0.415237,11.3134,2.16339
14163,NGC1493,1053.4,755.4255773794089,30.27,0.4,11.324,2.08596
37779,PGC037779,1448.8,1540.1721069755367,30.27,,11.324,
83326,PGC083326,870.8,905.2644361520411,30.27,,11.324,
40682,IC3341,369.6,536.6223523479498,30.2728,0.156755,11.3389,0.818533
14936,ESO550-024,902.7,664.148229665311,30.2763,0.40633,11.3567,2.12509
45224,NGC4948,1329.2,1356.3941170902099,30.2772,0.655835,11.3614,3.4314
10768,PGC010768,1236.2,1214.2758158496224,30.28,0.2,11.3763,1.04779
30818,UGC05672,539.4,614.5037711104279,30.28,,11.3763,
63556,PGC063556,1501.2,1589.2414832489171,30.28,0.4,11.3763,2.09559
38037,ESO440-044,2198.7,2087.7282166599402,30.2818,0.381692,11.3857,2.00133
18855,PGC018855,733.2,548.2394909632599,30.2821,0.378402,11.3875,1.98439
49923,NGC5398,1218.7,1148.6716677984589,30.2835,0.242429,11.3946,1.27213
38582,UGC07129,926.0,1134.395946007048,30.2916,0.962768,11.4371,5.07089
27978,NGC2997,1087.6,891.8438535821233,30.2958,0.490611,11.4592,2.58903
32529,NGC3423,1004.6,1013.6644796489074,30.2986,0.393848,11.4743,2.08113
70096,NGC7424,936.6,765.7029405700493,30.3,0.4,11.4815,2.11498
72525,ESO348-009,647.6,462.5960473212949,30.3,,11.4815,
59175,NGC6221,1484.6,1322.570427748432,30.3018,0.538568,11.4912,2.85003
2478,NGC0216,1536.5,1388.1968960101904,30.3045,0.400031,11.5053,2.11951
28378,UGC05288,560.9,541.9555686812085,30.3055,0.12947,11.5109,0.686313
20298,NGC2337,436.3,535.2915302834964,30.3072,0.131695,11.5196,0.698637
3853,PGC003853,1094.9,998.919764736688,30.3074,0.330815,11.521,1.75517
34106,ESO502-024,1175.7,1060.3042935021265,30.3086,0.101215,11.5269,0.537284
16761,NGC1824,1246.8,931.1169548664568,30.3121,0.341596,11.5456,1.81624
44087,NGC4802,1029.7,1031.157057325673,30.3175,0.145322,11.5744,0.7746
38692,IC3023,818.4,918.5159990987306,30.3198,1.21622,11.5867,6.4896
44191,NGC4818,1066.0,1085.545490178462,30.3341,0.332076,11.6633,1.78363
33625,UGC06161,749.2,934.574231707163,30.3359,0.274672,11.6728,1.4765
32971,PGC032971,652.0,730.7201584823448,30.34,,11.695,
4017710,SDSSJ111914.39+115707.7,862.0,918.5992315428666,30.34,,11.695,
20531,ESO162-017,1096.1,791.0315535334927,30.3422,0.420932,11.7068,2.26932
70588,NGC7496,1650.3,1464.5777079441852,30.3429,1.13516,11.7106,6.12187
42607,NGC4625,608.7,831.2020826281873,30.3447,0.114866,11.7206,0.619993
40588,PGC040588,494.1,606.5796189638991,30.3488,1.1738,11.7422,6.34731
64070,UGC11515,3252.5,3551.438014226966,30.35,0.43,11.749,2.32656
38167,NGC4064,930.9,1045.7523018548848,30.3539,0.964442,11.7699,5.22752
38356,UGC07089,772.7,984.2055341178407,30.3595,0.351342,11.8003,1.90927
45931,UGC08298,1163.0,1282.1700051571838,30.36,0.2,11.8032,1.08712
57906,UGC10351,892.3,1153.2934276521844,30.36,,11.8032,
87170,PGC087170,685.5,739.4196043977099,30.36,,11.8032,
33160,NGC3489,694.3,748.0474587753325,30.3633,0.258089,11.8212,1.405
3051,NGC0278,639.0,804.4115607666406,30.37,0.4,11.8577,2.18427
49343,UGC08799,1046.5,1167.0907388429985,30.3744,0.32062,11.8816,1.75433
23110,NGC2541,546.9,685.0584888130938,30.382,0.136674,11.9234,0.750464
40563,UGC07512,1504.9,1557.5241496361577,30.383,0.246624,11.9291,1.35485
42406,PGC042406,1005.7,1121.5085601679857,30.3874,1.11723,11.9529,6.14981
44549,PGC044549,1306.5,1309.0249219354268,30.39,0.4,11.9674,2.20448
69415,PGC069415,829.7,833.7087204978809,30.39,0.4,11.9674,2.20448
51106,NGC5530,1193.1,1079.0201155392974,30.3922,0.35291,11.9797,1.94696
22746,ESO494-026,964.3,735.6648545768793,30.3946,0.477286,11.9927,2.63598
40622,NGC4396,-115.1,0.717028155191116,30.4,0.54,12.0226,2.98978
45416,PGC045416,970.9,1107.0451078842007,30.4,,12.0226,
43345,PGC043345,1308.8,1316.0238824380867,30.4076,1.01252,12.065,5.62568
64176,PGC064176,1424.3,1504.907601962473,30.41,0.39,12.0781,2.16925
28576,NGC3056,972.4,792.0533063288108,30.4106,0.179043,12.0815,0.996149
91050,PGC091050,11165.7,11236.988948022432,30.4114,0.0902466,12.0861,0.502299
60001,NGC6300,1108.7,930.4867085394449,30.4145,0.366819,12.103,2.04452
14391,NGC1512,897.7,603.5604282967576,30.4147,0.351582,12.1041,1.95976
45195,PGC045195,1361.6,1410.1606432931735,30.4162,0.542221,12.1125,3.0245
181,ESO012-014,1958.6,1680.2080657441327,30.42,0.54,12.1339,3.01745
17819,NGC2090,921.9,641.847813170991,30.4276,0.116915,12.1767,0.655609
38361,NGC4096,563.7,788.4098941395652,30.4277,0.397662,12.1768,2.22994
25232,UGC04704,601.7,709.5906760497329,30.4392,0.635174,12.2415,3.58076
7399,NGC0746,704.8,833.302274521072,30.44,0.4,12.2462,2.25583
15650,ESO202-041,1659.7,1349.5887846990508,30.44,0.461993,12.2464,2.60548
41755,NGC4525,1174.9,1355.7832785976857,30.4521,0.476831,12.3147,2.70418
13998,ESO359-003,1576.0,1306.4150698946844,30.4567,0.408373,12.3406,2.3208
4367,NGC0428,1153.8,1087.6561047072294,30.4592,0.473002,12.3548,2.6912
34147,ESO063-011,1329.2,1067.726892620777,30.46,0.54,12.3595,3.07354
43385,NGC4678,1416.7,1451.4374476333578,30.46,0.4,12.3595,2.2767
15821,NGC1637,715.6,553.4246424575255,30.4618,0.312489,12.3695,1.78005
47846,PGC047846,1506.8,1528.7596122519326,30.47,0.4,12.4165,2.28721
70633,IC1473,838.2,981.0222430936064,30.47,0.54,12.4165,3.08773
70258,NGC7457,812.8,963.4307594658515,30.4763,0.209078,12.4528,1.199
55165,NGC5949,428.6,736.456600636962,30.48,0.440931,12.474,2.53292
43276,NGC4697,1240.5,1268.5636152471102,30.4801,0.195321,12.4746,1.12207
36686,NGC3870,745.4,969.383311820467,30.4818,0.38325,12.484,2.20334
41061,IC3392,1668.4,1782.8749137082618,30.4847,0.600821,12.5006,3.45877
